A,A_motor,proba_mean,latency_motor,latency_stop_forward,latency_stop_backward,stop_shift,stop_shift2,max_dur,n_onset,n_star,mode,game,subject
0.82,0.86,0.83,1090.0,500.0,500.0,-500.0,-100.0,4700.0,3.0,16,qm,2,02ES
0.95,1.0,0.95,1290.0,500.0,500.0,-500.0,0.0,6600.0,1.0,17,qm,2,02ES
0.87,0.84,0.82,1090.0,500.0,5500.0,500.0,500.0,4900.0,2.0,18,qm,2,02ES
0.9,1.0,0.92,-300.0,500.0,500.0,-500.0,-500.0,6300.0,2.0,19,qm,2,02ES
0.68,1.0,0.81,500.0,0.0,0.0,0.0,-1000.0,7600.0,1.0,0,qm,3,02ES
0.8,0.94,0.85,1690.0,1400.0,500.0,-500.0,-200.0,6000.0,2.0,1,qm,3,02ES
0.92,1.0,0.89,-500.0,1100.0,0.0,0.0,1100.0,8000.0,1.0,2,qm,3,02ES
0.78,0.92,0.8,-400.0,1300.0,7100.0,1300.0,1300.0,6600.0,2.0,3,qm,3,02ES
0.96,0.95,0.81,-400.0,500.0,0.0,0.0,300.0,4400.0,3.0,4,qm,3,02ES
0.98,1.0,0.9,-100.0,500.0,0.0,0.0,300.0,6900.0,2.0,5,qm,3,02ES
0.6,0.62,0.63,-400.0,500.0,500.0,-500.0,-500.0,3300.0,6.0,6,qm,3,02ES
0.96,1.0,0.93,500.0,500.0,500.0,-500.0,0.0,7500.0,1.0,7,qm,3,02ES
0.89,0.96,0.86,190.0,500.0,500.0,-500.0,-400.0,6400.0,2.0,8,qm,3,02ES
0.84,0.94,0.83,0.0,500.0,500.0,-500.0,-500.0,5900.0,2.0,9,qm,3,02ES
0.96,1.0,0.95,-500.0,500.0,0.0,0.0,100.0,6900.0,2.0,10,qm,3,02ES
0.89,1.0,0.91,-300.0,500.0,500.0,-500.0,-500.0,6300.0,2.0,11,qm,3,02ES
0.94,1.0,0.91,1290.0,500.0,0.0,0.0,100.0,6600.0,1.0,12,qm,3,02ES
0.31,0.32,0.38,2600.0,500.0,500.0,-500.0,-500.0,800.0,4.0,13,qm,3,02ES
0.88,0.98,0.9,-500.0,500.0,500.0,-500.0,-500.0,6200.0,2.0,14,qm,3,02ES
0.68,0.76,0.89,1990.0,500.0,500.0,-500.0,-500.0,4000.0,2.0,15,qm,3,02ES
0.48,0.38,0.4,5590.0,500.0,3000.0,500.0,200.0,2500.0,2.0,16,qm,3,02ES
0.13,0.03,0.12,-1000.0,500.0,500.0,-500.0,-500.0,200.0,1.0,17,qm,3,02ES
0.31,0.23,0.26,500.0,500.0,500.0,-500.0,-500.0,1300.0,2.0,18,qm,3,02ES
0.62,0.68,0.57,-400.0,2500.0,2500.0,-2500.0,2500.0,3000.0,5.0,19,qm,3,02ES
0.63,0.93,0.85,-200.0,0.0,3900.0,0.0,-1000.0,3900.0,4.0,0,im,1,03AC
0.65,0.97,0.84,1000.0,2500.0,600.0,-600.0,-500.0,5800.0,3.0,1,im,1,03AC
0.61,0.74,0.67,2490.0,500.0,500.0,-500.0,-300.0,2400.0,3.0,2,im,1,03AC
0.74,0.87,0.77,2100.0,500.0,6500.0,500.0,100.0,6000.0,1.0,3,im,1,03AC
0.88,0.95,0.9,-300.0,600.0,0.0,0.0,400.0,6100.0,5.0,4,im,1,03AC
0.69,0.85,0.79,1200.0,500.0,500.0,-500.0,-500.0,5500.0,1.0,5,im,1,03AC
0.88,0.9,0.8,600.0,500.0,0.0,0.0,100.0,7400.0,1.0,6,im,1,03AC
0.7,0.72,0.64,600.0,500.0,500.0,-500.0,-200.0,3100.0,6.0,7,im,1,03AC
0.77,0.93,0.78,1700.0,500.0,500.0,-500.0,-400.0,5900.0,1.0,8,im,1,03AC
0.54,0.82,0.8,2990.0,3500.0,5600.0,3500.0,3500.0,5100.0,1.0,9,im,1,03AC
0.79,0.83,0.72,300.0,600.0,1600.0,600.0,600.0,5100.0,3.0,10,im,1,03AC
0.66,0.78,0.73,290.0,900.0,500.0,-500.0,-500.0,3800.0,4.0,11,im,1,03AC
0.87,0.88,0.77,400.0,600.0,2300.0,600.0,600.0,5600.0,2.0,12,im,1,03AC
0.51,0.72,0.65,1600.0,1500.0,700.0,-700.0,-500.0,4500.0,3.0,13,im,1,03AC
0.69,0.88,0.83,1090.0,1500.0,5900.0,1500.0,1500.0,5400.0,2.0,14,im,1,03AC
0.7,0.88,0.74,1200.0,500.0,500.0,-500.0,-500.0,5400.0,2.0,15,im,1,03AC
0.79,0.82,0.73,1800.0,500.0,5100.0,500.0,300.0,2700.0,5.0,16,im,1,03AC
0.65,0.84,0.71,2590.0,500.0,500.0,-500.0,-500.0,4300.0,1.0,17,im,1,03AC
0.55,0.68,0.6,2990.0,500.0,500.0,-500.0,-500.0,3400.0,2.0,18,im,1,03AC
0.54,0.77,0.76,1600.0,1200.0,1200.0,-1200.0,1200.0,3000.0,3.0,19,im,1,03AC
0.78,0.95,0.86,600.0,800.0,0.0,0.0,800.0,7500.0,1.0,0,im,2,03AC
0.79,0.82,0.76,1590.0,500.0,500.0,-500.0,-100.0,4800.0,2.0,1,im,2,03AC
0.47,0.42,0.47,3300.0,800.0,600.0,-600.0,-500.0,2000.0,5.0,2,im,2,03AC
0.75,0.9,0.83,2000.0,1000.0,6600.0,1000.0,1000.0,6200.0,1.0,3,im,2,03AC
0.83,0.87,0.77,300.0,900.0,4500.0,900.0,900.0,4500.0,3.0,4,im,2,03AC
0.61,0.95,0.84,1500.0,500.0,7100.0,500.0,500.0,6600.0,1.0,5,im,2,03AC
0.67,0.83,0.76,700.0,2200.0,600.0,-600.0,-500.0,3200.0,4.0,6,im,2,03AC
0.6,0.7,0.56,2990.0,500.0,1100.0,500.0,100.0,2200.0,4.0,7,im,2,03AC
0.42,0.46,0.47,1690.0,3600.0,1200.0,-1200.0,3600.0,2600.0,3.0,8,im,2,03AC
0.62,0.7,0.66,600.0,1200.0,2000.0,1200.0,1200.0,4400.0,2.0,9,im,2,03AC
0.61,0.73,0.72,1200.0,500.0,500.0,-500.0,-500.0,1400.0,5.0,10,im,2,03AC
0.83,0.95,0.79,500.0,500.0,700.0,500.0,-400.0,6300.0,3.0,11,im,2,03AC
0.78,0.84,0.66,1390.0,800.0,1700.0,800.0,800.0,3600.0,3.0,12,im,2,03AC
0.57,0.76,0.68,2790.0,500.0,500.0,-500.0,-500.0,3100.0,3.0,13,im,2,03AC
0.79,1.0,0.94,200.0,1000.0,0.0,0.0,1000.0,7100.0,3.0,14,im,2,03AC
0.88,1.0,0.89,600.0,500.0,500.0,-500.0,-400.0,6900.0,2.0,15,im,2,03AC
0.68,0.73,0.65,500.0,500.0,500.0,-500.0,-500.0,3200.0,4.0,16,im,2,03AC
0.6,0.72,0.64,2200.0,500.0,500.0,-500.0,-500.0,3900.0,4.0,17,im,2,03AC
0.68,0.78,0.68,2890.0,500.0,500.0,-500.0,-100.0,2500.0,3.0,18,im,2,03AC
0.52,0.72,0.66,3780.0,1600.0,2800.0,1600.0,1600.0,2400.0,4.0,19,im,2,03AC
0.68,0.97,0.87,400.0,900.0,500.0,-500.0,-100.0,4800.0,2.0,0,im,3,03AC
0.81,0.82,0.8,-100.0,700.0,5600.0,700.0,100.0,5100.0,2.0,1,im,3,03AC
0.71,0.88,0.84,2890.0,1400.0,5700.0,1400.0,1400.0,5200.0,1.0,2,im,3,03AC
0.8,0.92,0.86,-500.0,500.0,500.0,-500.0,-500.0,4900.0,3.0,3,im,3,03AC
0.61,1.0,0.94,1090.0,700.0,6500.0,700.0,400.0,6000.0,2.0,4,im,3,03AC
0.49,0.88,0.84,2790.0,0.0,5800.0,0.0,-1000.0,5200.0,1.0,5,im,3,03AC
0.79,0.83,0.78,1800.0,500.0,6800.0,500.0,200.0,5200.0,2.0,6,im,3,03AC
0.82,0.93,0.86,-200.0,500.0,500.0,-500.0,-500.0,6000.0,2.0,7,im,3,03AC
0.52,0.76,0.69,0.0,0.0,1800.0,0.0,-1000.0,3100.0,6.0,8,im,3,03AC
0.62,0.92,0.83,-400.0,2100.0,500.0,-500.0,-500.0,5500.0,4.0,9,im,3,03AC
0.56,0.88,0.8,1700.0,3100.0,500.0,-500.0,-500.0,5300.0,1.0,10,im,3,03AC
0.62,1.0,0.9,800.0,0.0,7800.0,0.0,-1000.0,7300.0,1.0,11,im,3,03AC
0.75,0.98,0.88,2190.0,500.0,500.0,-500.0,-400.0,5400.0,1.0,12,im,3,03AC
0.58,0.95,0.91,1100.0,1600.0,1000.0,-1000.0,-500.0,6000.0,2.0,13,im,3,03AC
0.68,0.78,0.73,300.0,500.0,500.0,-500.0,-500.0,2400.0,5.0,14,im,3,03AC
0.72,0.93,0.87,300.0,3000.0,1400.0,-1400.0,3000.0,6700.0,2.0,15,im,3,03AC
0.54,0.88,0.84,500.0,0.0,6600.0,0.0,-1000.0,6100.0,2.0,16,im,3,03AC
0.53,0.85,0.83,2000.0,0.0,6600.0,0.0,-1000.0,6100.0,1.0,17,im,3,03AC
0.68,1.0,0.94,390.0,0.0,0.0,0.0,-1000.0,6900.0,2.0,18,im,3,03AC
0.83,0.92,0.89,1290.0,1300.0,7000.0,1300.0,1300.0,5100.0,3.0,19,im,3,03AC
0.79,0.94,0.85,1590.0,1900.0,7000.0,1900.0,1900.0,5000.0,2.0,0,qm,1,03AC
0.91,0.92,0.8,-200.0,600.0,0.0,0.0,300.0,4700.0,4.0,1,qm,1,03AC
0.77,0.8,0.76,1390.0,1300.0,1800.0,1300.0,1300.0,4600.0,2.0,2,qm,1,03AC
0.9,1.0,0.9,-500.0,1100.0,0.0,0.0,1100.0,6900.0,2.0,3,qm,1,03AC
0.78,0.9,0.82,1690.0,900.0,6000.0,900.0,900.0,5600.0,2.0,4,qm,1,03AC
0.9,1.0,0.94,100.0,1400.0,0.0,0.0,1400.0,8000.0,1.0,5,qm,1,03AC
0.65,0.84,0.75,2790.0,500.0,500.0,-500.0,-500.0,4300.0,1.0,6,qm,1,03AC
0.9,0.95,0.82,500.0,500.0,0.0,0.0,500.0,4300.0,5.0,7,qm,1,03AC
0.68,0.78,0.71,1000.0,1900.0,1100.0,-1100.0,1900.0,3400.0,5.0,8,qm,1,03AC
0.59,0.65,0.61,1100.0,500.0,500.0,-500.0,-500.0,3800.0,3.0,9,qm,1,03AC
0.79,0.97,0.86,700.0,1400.0,7900.0,1400.0,1400.0,6800.0,2.0,10,qm,1,03AC
0.81,0.93,0.83,1400.0,500.0,7200.0,500.0,200.0,6300.0,2.0,11,qm,1,03AC
0.82,0.98,0.91,1500.0,1400.0,7100.0,1400.0,1400.0,6700.0,2.0,12,qm,1,03AC
0.49,0.62,0.59,1700.0,500.0,500.0,-500.0,-500.0,3700.0,1.0,13,qm,1,03AC
0.74,0.82,0.74,2790.0,800.0,2800.0,800.0,800.0,2700.0,3.0,14,qm,1,03AC
0.74,0.87,0.78,1700.0,500.0,500.0,-500.0,-300.0,5100.0,3.0,15,qm,1,03AC
0.71,0.9,0.8,1500.0,500.0,500.0,-500.0,-100.0,3900.0,2.0,16,qm,1,03AC
0.8,0.9,0.84,600.0,500.0,500.0,-500.0,-500.0,6400.0,1.0,17,qm,1,03AC
0.64,0.74,0.71,-500.0,2300.0,2200.0,-2200.0,2300.0,3000.0,4.0,18,qm,1,03AC
0.84,0.96,0.88,1590.0,1200.0,7000.0,1200.0,1200.0,5100.0,2.0,19,qm,1,03AC
0.78,0.86,0.78,590.0,800.0,5900.0,800.0,800.0,5300.0,2.0,0,qm,2,03AC
0.77,0.84,0.79,1290.0,1400.0,4900.0,1400.0,1400.0,4500.0,4.0,1,qm,2,03AC
0.81,0.92,0.8,1390.0,1700.0,0.0,0.0,1700.0,4000.0,2.0,2,qm,2,03AC
0.75,0.82,0.74,-500.0,700.0,4000.0,700.0,700.0,3400.0,4.0,3,qm,2,03AC
0.87,0.95,0.85,300.0,700.0,800.0,700.0,-500.0,7200.0,2.0,4,qm,2,03AC
0.62,0.88,0.79,-500.0,3700.0,3500.0,-3500.0,3700.0,2900.0,5.0,5,qm,2,03AC
0.68,0.78,0.7,2790.0,500.0,1100.0,500.0,200.0,4000.0,2.0,6,qm,2,03AC
0.73,0.78,0.73,700.0,500.0,600.0,500.0,-300.0,4400.0,3.0,7,qm,2,03AC
0.78,0.92,0.79,2090.0,500.0,500.0,-500.0,-300.0,4900.0,3.0,8,qm,2,03AC
0.71,0.92,0.82,1600.0,500.0,500.0,-500.0,-500.0,3400.0,2.0,9,qm,2,03AC
0.52,0.72,0.7,900.0,1800.0,600.0,-600.0,-500.0,4200.0,3.0,10,qm,2,03AC
0.67,0.75,0.69,1900.0,1000.0,2100.0,1000.0,1000.0,4000.0,3.0,11,qm,2,03AC
0.68,0.8,0.73,1790.0,1100.0,500.0,-500.0,-500.0,3200.0,3.0,12,qm,2,03AC
0.88,0.88,0.78,200.0,500.0,7000.0,500.0,100.0,3800.0,4.0,13,qm,2,03AC
0.74,0.92,0.83,1400.0,500.0,500.0,-500.0,-500.0,5500.0,2.0,14,qm,2,03AC
0.77,0.9,0.82,2490.0,600.0,6100.0,600.0,600.0,5600.0,1.0,15,qm,2,03AC
0.91,0.98,0.84,1790.0,800.0,6800.0,800.0,800.0,6300.0,1.0,16,qm,2,03AC
0.8,1.0,0.88,1890.0,1100.0,900.0,-900.0,-500.0,5600.0,2.0,17,qm,2,03AC
0.86,0.85,0.77,700.0,500.0,2000.0,500.0,200.0,5500.0,3.0,18,qm,2,03AC
0.77,0.85,0.76,-500.0,500.0,500.0,-500.0,-500.0,5200.0,3.0,19,qm,2,03AC
0.51,0.92,0.85,1600.0,0.0,900.0,0.0,-500.0,5400.0,3.0,0,qm,3,03AC
0.65,0.98,0.83,1690.0,2000.0,6900.0,2000.0,2000.0,5200.0,2.0,1,qm,3,03AC
0.72,0.98,0.86,1990.0,1300.0,6600.0,1300.0,1300.0,6100.0,1.0,2,qm,3,03AC
0.84,1.0,0.88,90.0,1700.0,0.0,0.0,1700.0,5900.0,2.0,3,qm,3,03AC
0.74,1.0,0.88,2290.0,2000.0,6300.0,2000.0,2000.0,5800.0,1.0,4,qm,3,03AC
0.85,0.77,0.68,400.0,500.0,1300.0,500.0,300.0,4700.0,3.0,5,qm,3,03AC
0.73,0.93,0.81,1400.0,500.0,500.0,-500.0,-500.0,5400.0,1.0,6,qm,3,03AC
0.74,0.88,0.77,1300.0,500.0,500.0,-500.0,-500.0,5200.0,2.0,7,qm,3,03AC
0.66,0.77,0.72,1000.0,500.0,500.0,-500.0,-500.0,5300.0,1.0,8,qm,3,03AC
0.72,0.84,0.74,1590.0,1500.0,900.0,-900.0,-500.0,5100.0,2.0,9,qm,3,03AC
0.83,0.9,0.76,1590.0,900.0,1400.0,900.0,900.0,5300.0,2.0,10,qm,3,03AC
0.74,1.0,0.82,-200.0,1500.0,500.0,-500.0,-500.0,5300.0,4.0,11,qm,3,03AC
0.67,0.9,0.75,300.0,3500.0,0.0,0.0,3500.0,4800.0,4.0,12,qm,3,03AC
0.81,0.97,0.8,0.0,1700.0,1600.0,-1600.0,1700.0,5700.0,4.0,13,qm,3,03AC
0.75,0.82,0.67,1800.0,800.0,1700.0,800.0,800.0,3500.0,3.0,14,qm,3,03AC
0.69,0.82,0.67,1200.0,500.0,500.0,-500.0,-500.0,3000.0,2.0,15,qm,3,03AC
0.81,0.93,0.83,600.0,1600.0,0.0,0.0,1600.0,7600.0,1.0,16,qm,3,03AC
0.84,0.86,0.74,1190.0,600.0,1400.0,600.0,600.0,3700.0,5.0,17,qm,3,03AC
0.76,0.83,0.74,0.0,700.0,600.0,-600.0,-500.0,5400.0,4.0,18,qm,3,03AC
0.67,0.58,0.56,100.0,500.0,3400.0,500.0,300.0,3000.0,3.0,19,qm,3,03AC
0.82,0.83,0.82,200.0,1300.0,1300.0,-1300.0,1300.0,6000.0,2.0,0,im,1,04AB
0.57,0.98,0.9,2290.0,0.0,6300.0,0.0,-1000.0,4800.0,4.0,1,im,1,04AB
0.69,0.74,0.72,590.0,500.0,500.0,-500.0,-500.0,2700.0,5.0,2,im,1,04AB
0.64,1.0,0.89,1290.0,0.0,0.0,0.0,-1000.0,6700.0,1.0,3,im,1,04AB
0.85,0.88,0.86,-500.0,600.0,2400.0,600.0,600.0,4400.0,3.0,4,im,1,04AB
0.73,0.73,0.71,400.0,500.0,500.0,-500.0,0.0,4400.0,4.0,5,im,1,04AB
0.81,1.0,0.89,2090.0,1000.0,6500.0,1000.0,1000.0,6000.0,1.0,6,im,1,04AB
0.77,0.97,0.87,-100.0,2100.0,1500.0,-1500.0,2100.0,6900.0,2.0,7,im,1,04AB
0.82,0.95,0.9,1500.0,600.0,7100.0,600.0,600.0,6500.0,2.0,8,im,1,04AB
0.84,0.92,0.86,700.0,700.0,1700.0,700.0,700.0,5600.0,3.0,9,im,1,04AB
0.58,0.84,0.83,-500.0,0.0,2000.0,0.0,-1000.0,4400.0,2.0,10,im,1,04AB
0.69,0.97,0.94,100.0,2100.0,0.0,0.0,2100.0,7100.0,2.0,11,im,1,04AB
0.75,0.9,0.86,0.0,2400.0,2100.0,-2100.0,2400.0,5000.0,3.0,12,im,1,04AB
0.83,0.96,0.93,1290.0,1200.0,600.0,-600.0,-500.0,5400.0,4.0,13,im,1,04AB
0.92,0.96,0.88,1090.0,600.0,0.0,0.0,600.0,6900.0,1.0,14,im,1,04AB
0.77,0.83,0.79,200.0,900.0,600.0,-600.0,-500.0,4400.0,3.0,15,im,1,04AB
0.81,0.9,0.84,400.0,500.0,900.0,500.0,-400.0,4900.0,5.0,16,im,1,04AB
0.73,0.8,0.76,1700.0,500.0,1800.0,500.0,200.0,4300.0,2.0,17,im,1,04AB
0.81,0.93,0.88,300.0,1500.0,600.0,-600.0,-200.0,4000.0,3.0,18,im,1,04AB
0.81,0.82,0.82,-100.0,500.0,500.0,-500.0,-100.0,3600.0,5.0,19,im,1,04AB
0.67,0.62,0.57,0.0,500.0,1800.0,500.0,500.0,2300.0,4.0,0,im,2,04AB
0.71,0.9,0.78,2690.0,1400.0,5900.0,1400.0,1400.0,5400.0,1.0,1,im,2,04AB
0.72,0.8,0.76,1500.0,500.0,500.0,-500.0,-100.0,3400.0,3.0,2,im,2,04AB
0.8,0.9,0.79,1500.0,500.0,7100.0,500.0,200.0,6200.0,3.0,3,im,2,04AB
0.55,0.7,0.68,2790.0,2000.0,3200.0,2000.0,100.0,2400.0,3.0,4,im,2,04AB
0.83,0.95,0.86,1300.0,500.0,7300.0,500.0,100.0,4000.0,2.0,5,im,2,04AB
0.74,0.95,0.84,1600.0,1800.0,7000.0,1800.0,1800.0,6500.0,1.0,6,im,2,04AB
0.62,0.77,0.64,1300.0,500.0,500.0,-500.0,-500.0,3200.0,4.0,7,im,2,04AB
0.8,0.76,0.72,1090.0,500.0,2100.0,500.0,200.0,3400.0,3.0,8,im,2,04AB
0.84,0.92,0.84,300.0,1400.0,1500.0,1400.0,1400.0,6100.0,3.0,9,im,2,04AB
0.5,0.47,0.44,4500.0,1200.0,4100.0,1200.0,1200.0,3600.0,1.0,10,im,2,04AB
0.71,0.78,0.73,600.0,500.0,500.0,-500.0,-500.0,5700.0,2.0,11,im,2,04AB
0.6,0.72,0.64,3390.0,2700.0,3800.0,2700.0,2700.0,3300.0,4.0,12,im,2,04AB
0.64,0.68,0.63,1800.0,500.0,4200.0,500.0,300.0,3300.0,7.0,13,im,2,04AB
0.54,0.84,0.75,2490.0,3200.0,1400.0,-1400.0,3200.0,3900.0,2.0,14,im,2,04AB
0.54,0.88,0.78,1200.0,0.0,3700.0,0.0,-1000.0,3500.0,3.0,15,im,2,04AB
0.59,0.7,0.7,2200.0,500.0,500.0,-500.0,-500.0,2700.0,3.0,16,im,2,04AB
0.48,0.66,0.61,1290.0,3900.0,1900.0,-1900.0,3900.0,3200.0,3.0,17,im,2,04AB
0.49,0.52,0.52,-500.0,1000.0,1800.0,1000.0,1000.0,1600.0,5.0,18,im,2,04AB
0.78,0.83,0.77,700.0,500.0,500.0,-500.0,0.0,4100.0,3.0,19,im,2,04AB
0.74,0.78,0.69,1100.0,600.0,2300.0,600.0,600.0,2400.0,4.0,0,im,3,04AB
0.72,0.8,0.69,0.0,500.0,500.0,-500.0,-500.0,4900.0,3.0,1,im,3,04AB
0.71,0.72,0.64,200.0,500.0,500.0,-500.0,-300.0,5100.0,2.0,2,im,3,04AB
0.65,0.9,0.78,2590.0,1900.0,500.0,-500.0,-300.0,5100.0,2.0,3,im,3,04AB
0.8,0.98,0.83,1400.0,500.0,500.0,-500.0,-400.0,6300.0,1.0,4,im,3,04AB
0.74,0.88,0.74,2890.0,500.0,500.0,-500.0,-200.0,5100.0,1.0,5,im,3,04AB
0.6,0.66,0.65,2190.0,500.0,500.0,-500.0,-100.0,1600.0,4.0,6,im,3,04AB
0.79,0.95,0.82,1000.0,500.0,500.0,-500.0,-500.0,6000.0,1.0,7,im,3,04AB
0.76,0.9,0.76,1300.0,500.0,7300.0,500.0,500.0,4300.0,2.0,8,im,3,04AB
0.69,0.83,0.72,1900.0,1500.0,6700.0,1500.0,1500.0,4400.0,3.0,9,im,3,04AB
0.62,0.67,0.58,2500.0,600.0,2100.0,600.0,600.0,3600.0,3.0,10,im,3,04AB
0.79,0.87,0.78,1000.0,700.0,2000.0,700.0,700.0,4300.0,3.0,11,im,3,04AB
0.66,0.82,0.7,1800.0,500.0,500.0,-500.0,-500.0,4200.0,2.0,12,im,3,04AB
0.68,0.7,0.59,500.0,500.0,500.0,-500.0,-500.0,3200.0,4.0,13,im,3,04AB
0.82,0.88,0.79,190.0,500.0,5800.0,500.0,200.0,4300.0,4.0,14,im,3,04AB
0.6,0.73,0.65,1800.0,500.0,500.0,-500.0,-500.0,4000.0,2.0,15,im,3,04AB
0.72,0.78,0.67,1100.0,500.0,500.0,-500.0,-300.0,3000.0,4.0,16,im,3,04AB
0.77,0.82,0.75,500.0,1600.0,1800.0,1600.0,300.0,4600.0,3.0,17,im,3,04AB
0.46,0.65,0.61,100.0,0.0,1500.0,0.0,-1000.0,3500.0,3.0,18,im,3,04AB
0.66,0.77,0.68,1900.0,1400.0,6700.0,1400.0,300.0,3500.0,3.0,19,im,3,04AB
0.54,0.56,0.59,3390.0,600.0,1900.0,600.0,600.0,1800.0,2.0,0,qm,1,04AB
0.63,0.67,0.6,1400.0,800.0,3500.0,800.0,800.0,2900.0,5.0,1,qm,1,04AB
0.75,0.78,0.91,1790.0,500.0,500.0,-500.0,-100.0,4700.0,2.0,2,qm,1,04AB
0.62,0.68,0.64,1500.0,500.0,500.0,-500.0,-200.0,3700.0,3.0,3,qm,1,04AB
0.64,0.78,0.71,90.0,500.0,500.0,-500.0,-500.0,2800.0,3.0,4,qm,1,04AB
0.55,0.62,0.62,1800.0,1900.0,4000.0,1900.0,1900.0,2600.0,5.0,5,qm,1,04AB
0.79,0.9,0.77,1200.0,500.0,500.0,-500.0,-100.0,4200.0,3.0,6,qm,1,04AB
0.61,0.76,0.68,2490.0,500.0,500.0,-500.0,-500.0,2300.0,4.0,7,qm,1,04AB
0.62,0.72,0.59,1800.0,600.0,800.0,600.0,-500.0,2600.0,5.0,8,qm,1,04AB
0.59,0.77,0.67,1800.0,500.0,500.0,-500.0,-500.0,4500.0,1.0,9,qm,1,04AB
0.42,0.53,0.5,2200.0,500.0,500.0,-500.0,-500.0,2100.0,4.0,10,qm,1,04AB
0.6,0.9,0.8,2190.0,2100.0,500.0,-500.0,-500.0,4800.0,2.0,11,qm,1,04AB
0.71,0.68,0.64,400.0,500.0,500.0,-500.0,-200.0,3400.0,3.0,12,qm,1,04AB
